Date,Open,High,Low,Close,Adj Close,Volume
2019-07-26,4009.021729,4063.566162,3999.930908,4036.293945,3258.698730,85121120
2019-07-29,4072.656982,4072.656982,4036.293945,4054.475342,3273.377197,101066445
2019-07-30,4090.838379,4090.838379,4054.475342,4090.838379,3302.734619,75632686
2019-07-31,4090.838379,4099.929199,4045.384766,4072.656982,3288.056152,116420070
2019-08-01,4081.747559,4099.929199,4009.021729,4045.384766,3266.038086,157991988
2019-08-02,3999.930908,4063.566162,3990.840088,4045.384766,3266.038086,131279017
2019-08-05,4009.021729,4018.112305,3881.751221,3881.751221,3133.928711,165923785
2019-08-06,3727.208252,3827.206543,3654.482422,3727.208252,3009.158447,272405185
2019-08-07,3763.571289,3899.932617,3763.571289,3863.569580,3119.249756,161676832
2019-08-08,3863.569580,3927.204834,3863.569580,3899.932617,3148.607422,102671923
2019-08-09,3936.295654,3954.477051,3909.023438,3936.295654,3177.964844,90719996
2019-08-12,3981.749512,3981.749512,3899.932617,3909.023438,3155.947021,56163890
2019-08-13,3936.295654,3936.295654,3863.569580,3890.841797,3141.268066,88148482
2019-08-14,3936.295654,3954.477051,3918.114258,3936.295654,3177.964844,102602292
2019-08-15,3827.206543,3890.841797,3799.934326,3863.569580,3119.249756,126758709
2019-08-16,3863.569580,3872.660400,3818.115967,3827.206543,3089.891846,102969368
2019-08-19,3754.480713,3836.297363,3754.480713,3799.934326,3067.873779,66407047
2019-08-20,3799.934326,3818.115967,3718.117676,3727.208252,3009.158447,112883069
2019-08-21,3727.208252,3790.843506,3672.663818,3681.754639,2972.461182,92826643
2019-08-22,3690.845459,3763.571289,3636.300781,3699.936035,2987.140137,136489697
2019-08-23,3663.572998,3727.208252,3654.482422,3709.026855,2994.479736,64061696
2019-08-26,3654.482422,3699.936035,3636.300781,3699.936035,2987.140137,71268030
2019-08-27,3754.480713,3827.206543,3709.026855,3818.115967,3082.552490,196025365
2019-08-28,3836.297363,3854.478760,3809.025146,3809.025146,3075.213135,109954819
2019-08-29,3836.297363,3836.297363,3781.752930,3818.115967,3082.552490,74831102
2019-08-30,3809.025146,3881.751221,3745.389893,3881.751221,3133.928711,119899980
2019-09-02,3881.751221,3890.841797,3827.206543,3836.297363,3097.231445,75321490
2019-09-03,3799.934326,3881.751221,3754.480713,3772.662109,3045.855469,83772936
2019-09-04,3799.934326,3799.934326,3727.208252,3781.752930,3053.195313,84356057
2019-09-05,3836.297363,3845.388184,3799.934326,3836.297363,3097.231445,84846225
2019-09-06,3872.660400,3899.932617,3863.569580,3881.751221,3133.928711,125869894
2019-09-09,3899.932617,3899.932617,3790.843506,3790.843506,3060.534180,75150988
2019-09-10,3799.934326,3809.025146,3772.662109,3809.025146,3075.213135,76217016
2019-09-11,3772.662109,3872.660400,3772.662109,3863.569580,3119.249756,125741191
2019-09-12,3909.023438,3954.477051,3881.751221,3890.841797,3141.268066,95813194
2019-09-13,3927.204834,3927.204834,3890.841797,3918.114258,3163.286133,61703145
2019-09-16,3899.932617,3899.932617,3727.208252,3809.025146,3075.213135,145880779
2019-09-17,3781.752930,3863.569580,3754.480713,3863.569580,3119.249756,117840195
2019-09-18,3854.478760,3872.660400,3827.206543,3854.478760,3111.910156,84048931
2019-09-19,3818.115967,3845.388184,3818.115967,3836.297363,3097.231445,101320660
2019-09-20,3818.115967,3836.297363,3754.480713,3781.752930,3053.195313,239258752
2019-09-23,3781.752930,3818.115967,3781.752930,3799.934326,3067.873779,93391943
2019-09-24,3781.752930,3781.752930,3736.299072,3736.299072,3016.497803,104585626
2019-09-25,3699.936035,3745.389893,3654.482422,3709.026855,2994.479736,91472409
2019-09-26,3736.299072,3827.206543,3727.208252,3827.206543,3089.891846,88134402
2019-09-27,3827.206543,3827.206543,3781.752930,3799.934326,3067.873779,63434135
2019-09-30,3818.115967,3818.115967,3736.299072,3745.389893,3023.837402,83981500
2019-10-01,3745.389893,3754.480713,3699.936035,3699.936035,2987.140137,87507501
2019-10-02,3681.754639,3718.117676,3563.574707,3572.665527,2884.388428,182983980
2019-10-03,3518.121094,3536.302490,3463.576416,3463.576416,2796.315430,195391424
2019-10-04,3527.211914,3599.937744,3509.030273,3590.847168,2899.067383,103236563
2019-10-07,3609.028564,3627.209961,3509.030273,3545.393311,2862.370361,139378677
2019-10-08,3599.937744,3599.937744,3536.302490,3572.665527,2884.388428,131777876
2019-10-09,3590.847168,3627.209961,3563.574707,3599.937744,2906.406494,129617548
2019-10-10,3609.028564,3627.209961,3527.211914,3536.302490,2855.031250,118644859
2019-10-11,3590.847168,3599.937744,3554.484131,3563.574707,2877.049072,112429201
2019-10-14,3590.847168,3618.119385,3554.484131,3563.574707,2877.049072,120763165
2019-10-15,3609.028564,3609.028564,3536.302490,3581.756348,2891.728027,140902423
2019-10-16,3599.937744,3627.209961,3581.756348,3627.209961,2928.425049,90212558
2019-10-17,3636.300781,3681.754639,3627.209961,3681.754639,2972.461182,115003686
2019-10-18,3681.754639,3809.025146,3681.754639,3790.843506,3060.534180,113976708
2019-10-21,3790.843506,3809.025146,3736.299072,3745.389893,3023.837402,89234971
2019-10-22,3709.026855,3763.571289,3699.936035,3763.571289,3038.516113,90846609
2019-10-23,3772.662109,3799.934326,3709.026855,3799.934326,3067.873779,139892606
2019-10-24,3799.934326,3909.023438,3799.934326,3909.023438,3155.947021,172727403
2019-10-25,3909.023438,3927.204834,3836.297363,3845.388184,3104.571045,123528393
2019-10-28,3845.388184,3872.660400,3836.297363,3845.388184,3104.571045,42188588
2019-10-29,3854.478760,3863.569580,3799.934326,3845.388184,3104.571045,90745077
2019-10-30,3872.660400,3872.660400,3809.025146,3863.569580,3119.249756,52187101
2019-10-31,3827.206543,3854.478760,3781.752930,3827.206543,3089.891846,83146256
2019-11-01,3836.297363,3836.297363,3772.662109,3799.934326,3067.873779,69610742
2019-11-04,3799.934326,3827.206543,3772.662109,3781.752930,3053.195313,55300375
2019-11-05,3809.025146,3909.023438,3790.843506,3909.023438,3155.947021,145802018
2019-11-06,3936.295654,3936.295654,3781.752930,3781.752930,3053.195313,145752957
2019-11-07,3781.752930,3781.752930,3599.937744,3636.300781,2935.764648,321561514
2019-11-08,3645.391602,3663.572998,3618.119385,3627.209961,2928.425049,148082467
2019-11-11,3590.847168,3636.300781,3590.847168,3636.300781,2935.764648,125489617
2019-11-12,3636.300781,3663.572998,3618.119385,3636.300781,2935.764648,120754695
2019-11-13,3636.300781,3645.391602,3563.574707,3599.937744,2906.406494,165100201
2019-11-14,3590.847168,3609.028564,3545.393311,3581.756348,2891.728027,129874843
2019-11-15,3636.300781,3727.208252,3599.937744,3718.117676,3001.818848,134210348
2019-11-18,3718.117676,3763.571289,3681.754639,3745.389893,3023.837402,102464019
2019-11-19,3772.662109,3809.025146,3709.026855,3809.025146,3075.213135,155302002
2019-11-20,3790.843506,3872.660400,3772.662109,3836.297363,3097.231445,170292181
2019-11-21,3818.115967,3845.388184,3763.571289,3836.297363,3097.231445,125613039
2019-11-22,3845.388184,3863.569580,3781.752930,3827.206543,3089.891846,82167459
2019-11-25,3772.662109,3799.934326,3745.389893,3754.480713,3031.177002,62254255
2019-11-26,3772.662109,3799.934326,3727.208252,3772.662109,3045.855469,244288809
2019-11-27,3727.208252,3827.206543,3727.208252,3790.843506,3060.534180,72910799
2019-11-28,3754.480713,3790.843506,3681.754639,3681.754639,2972.461182,67893172
2019-11-29,3690.845459,3745.389893,3645.391602,3718.117676,3001.818848,70620339
2019-12-02,3772.662109,3827.206543,3745.389893,3827.206543,3089.891846,60937642
2019-12-03,3827.206543,3836.297363,3781.752930,3790.843506,3060.534180,48090300
2019-12-04,3818.115967,3818.115967,3745.389893,3754.480713,3031.177002,55684281
2019-12-05,3818.115967,3845.388184,3790.843506,3836.297363,3097.231445,80063892
2019-12-06,3863.569580,3863.569580,3790.843506,3790.843506,3060.534180,73924136
2019-12-09,3809.025146,3827.206543,3772.662109,3799.934326,3067.873779,52623808
2019-12-10,3763.571289,3799.934326,3754.480713,3790.843506,3060.534180,88013950
2019-12-11,3809.025146,3827.206543,3781.752930,3827.206543,3089.891846,69260056
2019-12-12,3845.388184,3881.751221,3827.206543,3863.569580,3119.249756,138108485
2019-12-13,3890.841797,3899.932617,3854.478760,3890.841797,3141.268066,184381444
2019-12-16,3909.023438,3954.477051,3899.932617,3936.295654,3177.964844,196854450
2019-12-17,3963.567871,3963.567871,3909.023438,3954.477051,3192.643799,155154269
2019-12-18,3981.749512,3999.930908,3954.477051,3999.930908,3229.341309,174183278
2019-12-19,3954.477051,3972.658691,3927.204834,3954.477051,3192.643799,103421146
2019-12-20,3954.477051,3972.658691,3927.204834,3963.567871,3199.983398,171838258
2019-12-23,4045.384766,4063.566162,3963.567871,4045.384766,3266.038086,135606712
2019-12-26,4018.112305,4045.384766,3999.930908,4009.021729,3236.680420,55258354
2019-12-27,3981.749512,4036.293945,3981.749512,4027.203125,3251.359131,62113562
2019-12-30,4045.384766,4045.384766,3963.567871,3999.930908,3229.341309,73085482
2020-01-02,3999.930908,4009.021729,3963.567871,4009.021729,3236.680420,45886302
2020-01-03,4018.112305,4036.293945,3990.840088,4018.112305,3244.019775,91189705
2020-01-06,3963.567871,3990.840088,3927.204834,3972.658691,3207.322510,48648450
2020-01-07,4009.021729,4009.021729,3981.749512,3999.930908,3229.341309,114344885
2020-01-08,3981.749512,3999.930908,3945.386475,3981.749512,3214.662109,188929583
2020-01-09,3999.930908,4018.112305,3972.658691,3999.930908,3229.341309,79280569
2020-01-10,4027.203125,4027.203125,3990.840088,4009.021729,3236.680420,137292491
2020-01-13,4027.203125,4099.929199,4018.112305,4099.929199,3310.074219,122488655
2020-01-14,4127.201660,4181.746094,4109.020020,4154.473633,3354.111084,174258629
2020-01-15,4154.473633,4163.564453,4118.110840,4163.564453,3361.449951,112825318
2020-01-16,4154.473633,4172.655273,4099.929199,4154.473633,3354.111084,147387255
2020-01-17,4199.927246,4218.108887,4181.746094,4209.018066,3398.146973,133295352
2020-01-20,4263.562500,4263.562500,4209.018066,4236.290527,3420.165771,90022804
2020-01-21,4245.381348,4254.472168,4218.108887,4245.381348,3427.505127,81224962
2020-01-22,4254.472168,4281.744141,4245.381348,4281.744141,3456.862549,90609115
2020-01-23,4290.834961,4327.197754,4263.562500,4309.016602,3478.881104,153849977
2020-01-24,4299.925781,4318.107422,4254.472168,4309.016602,3478.881104,105620964
2020-01-27,4272.653320,4272.653320,4218.108887,4227.199707,3412.826172,103076840
2020-01-28,4163.564453,4218.108887,4154.473633,4199.927246,3390.807617,104935872
2020-01-29,4199.927246,4236.290527,4181.746094,4199.927246,3390.807617,214362682
2020-01-30,4272.653320,4272.653320,4163.564453,4163.564453,3361.449951,96500596
2020-01-31,4154.473633,4163.564453,4054.475342,4054.475342,3273.377197,150763654
2020-02-03,4054.475342,4081.747559,4045.384766,4054.475342,3273.377197,144745560
2020-02-04,4263.562500,4263.562500,4109.020020,4145.382813,3346.770996,123617275
2020-02-05,4154.473633,4163.564453,4099.929199,4145.382813,3346.770996,100395764
2020-02-06,4172.655273,4172.655273,4118.110840,4136.291992,3339.431885,104342852
2020-02-07,4163.564453,4163.564453,4127.201660,4136.291992,3339.431885,146349277
2020-02-10,4090.838379,4118.110840,3999.930908,4090.838379,3302.734619,187982906
2020-02-11,4127.201660,4127.201660,4072.656982,4099.929199,3310.074219,93666727
2020-02-12,4109.020020,4145.382813,4109.020020,4118.110840,3324.753662,143167912
2020-02-13,4163.564453,4172.655273,4127.201660,4154.473633,3354.111084,87683284
2020-02-14,4118.110840,4172.655273,4118.110840,4136.291992,3339.431885,139707803
2020-02-17,4072.656982,4127.201660,4063.566162,4063.566162,3280.716797,131738165
2020-02-18,4063.566162,4090.838379,3999.930908,3999.930908,3229.341309,97565635
2020-02-19,4054.475342,4072.656982,4045.384766,4072.656982,3288.056152,110893685
2020-02-20,4109.020020,4163.564453,4099.929199,4145.382813,3346.770996,108000305
2020-02-21,4145.382813,4145.382813,4099.929199,4099.929199,3310.074219,117658802
2020-02-24,4127.201660,4127.201660,4063.566162,4081.747559,3295.395508,113200755
2020-02-25,4054.475342,4136.291992,4054.475342,4090.838379,3302.734619,125324724
2020-02-26,4090.838379,4099.929199,4063.566162,4072.656982,3288.056152,164120194
2020-02-27,3981.749512,3981.749512,3745.389893,3754.480713,3149.422363,227877075
2020-02-28,3627.209961,3809.025146,3554.484131,3809.025146,3195.176514,211162617
2020-03-02,3809.025146,3818.115967,3618.119385,3618.119385,3035.036621,206428685
2020-03-03,3681.754639,3799.934326,3636.300781,3727.208252,3126.544922,218258509
2020-03-04,3763.571289,3854.478760,3754.480713,3836.297363,3218.053955,127937929
2020-03-05,3899.932617,3909.023438,3754.480713,3772.662109,3164.673584,146949558
2020-03-06,3672.663818,3681.754639,3636.300781,3645.391602,3057.913330,175334118
2020-03-09,3545.393311,3590.847168,3409.031982,3409.031982,2859.644775,163934401
2020-03-10,3436.304199,3663.572998,3436.304199,3554.484131,2981.656494,182576203
2020-03-11,3590.847168,3663.572998,3527.211914,3554.484131,2981.656494,195275262
2020-03-12,3472.667236,3490.848877,3272.670654,3281.761475,2752.884766,167137546
2020-03-13,3281.761475,3427.213623,3054.492676,3381.759766,2836.767822,295725807
2020-03-16,3409.031982,3409.031982,3145.400146,3181.763184,2669.001953,196265939
2020-03-17,3181.763184,3245.398438,2963.585205,2963.585205,2485.984863,229429422
2020-03-18,2972.676025,3127.218750,2809.042480,2854.496094,2394.476074,272919333
2020-03-19,2845.405518,2854.496094,2663.590332,2663.590332,2234.335938,151744210
2020-03-20,2663.590332,2699.953369,2481.775391,2554.501221,2142.827148,658210668
2020-03-23,2409.049316,2454.503174,2381.777100,2381.777100,1997.938477,180848183
2020-03-24,2345.414063,2499.956787,2218.143555,2218.143555,1860.675659,544651637
2020-03-26,2272.687988,2727.225586,2272.687988,2672.681152,2241.961670,698059077
2020-03-27,2727.225586,3336.305908,2727.225586,2936.312988,2463.107666,529032687
2020-03-30,2863.586914,2863.586914,2736.316406,2736.316406,2295.341553,239264252
2020-03-31,2818.133057,2909.040771,2699.953369,2745.407227,2302.967529,346502244
2020-04-01,2736.316406,2799.951660,2636.318115,2663.590332,2234.335938,298923123
2020-04-02,2590.864258,2636.318115,2545.410645,2609.045898,2188.581787,329876337
2020-04-03,2663.590332,2681.771973,2572.682861,2627.227295,2203.832764,322467159
2020-04-06,2681.771973,2754.497803,2645.408936,2745.407227,2302.967529,313615306
2020-04-07,2818.133057,2945.403564,2681.771973,2754.497803,2310.592773,445935822
2020-04-08,2727.225586,2763.588623,2563.592041,2563.592041,2150.453125,322246825
2020-04-09,2599.955078,2645.408936,2499.956787,2536.319824,2127.575928,292370749
2020-04-13,2536.319824,2581.773682,2454.503174,2518.138428,2112.324707,136106890
2020-04-14,2536.319824,2636.318115,2518.138428,2636.318115,2211.458740,241711574
2020-04-15,2636.318115,2718.134766,2481.775391,2509.047607,2104.698486,351010672
2020-04-16,2518.138428,2518.138428,2345.414063,2372.686279,1990.312866,404530667
2020-04-17,2427.230713,2581.773682,2418.140137,2572.682861,2158.079102,442565694
2020-04-20,2618.136475,2636.318115,2509.047607,2527.229004,2119.949951,244213568
2020-04-21,2499.956787,2536.319824,2445.412354,2472.684570,2074.195801,146163154
2020-04-22,2454.503174,2572.682861,2409.049316,2536.319824,2127.575928,197501041
2020-04-23,2572.682861,2618.136475,2536.319824,2545.410645,2135.201416,237791877
2020-04-24,2545.410645,2545.410645,2390.867676,2390.867676,2005.564331,323088010
2020-04-27,2436.321533,2454.503174,2372.686279,2418.140137,2028.441528,200872709
2020-04-28,2436.321533,2445.412354,2336.323242,2354.504883,1975.061768,295130807
2020-04-29,2363.595459,2381.777100,2327.232422,2345.414063,1967.435547,230054013
2020-04-30,2381.777100,2490.865967,2372.686279,2481.775391,2081.821533,475289499
2020-05-04,2427.230713,2436.321533,2363.595459,2390.867676,2005.564331,220673601
2020-05-05,2390.867676,2436.321533,2372.686279,2390.867676,2005.564331,203241160
2020-05-06,2390.867676,2409.049316,2363.595459,2381.777100,1997.938477,190361478
2020-05-08,2399.958496,2418.140137,2345.414063,2354.504883,1975.061768,226345299
2020-05-11,2390.867676,2399.958496,2363.595459,2381.777100,1997.938477,170062057
2020-05-12,2381.777100,2390.867676,2245.415771,2263.597168,1898.804077,405546974
2020-05-13,2236.324951,2290.869629,2218.143555,2245.415771,1883.552856,372457853
2020-05-14,2218.143555,2254.506592,2118.145264,2136.326660,1792.044067,517300545
2020-05-15,2163.598877,2181.780518,2009.056152,2036.328491,1708.161377,654135428
2020-05-18,2045.419189,2063.600830,1963.602417,1972.693237,1654.781250,501017513
2020-05-19,2045.419189,2199.961914,2045.419189,2154.508301,1807.295654,584451204
2020-05-20,2145.417480,2272.687988,2109.054443,2254.506592,1891.178589,433842983
2020-05-26,2318.141846,2318.141846,2245.415771,2290.869629,1921.681274,444514707
2020-05-27,2309.051025,2390.867676,2290.869629,2390.867676,2005.564331,476102523
2020-05-28,2399.958496,2527.229004,2399.958496,2481.775391,2081.821533,498739044
2020-05-29,2454.503174,2681.771973,2454.503174,2681.771973,2249.587646,959884609
2020-06-02,2681.771973,2990.857422,2681.771973,2890.859131,2424.979004,514215761
2020-06-03,2909.040771,2981.766602,2736.316406,2818.133057,2363.973145,481917223
2020-06-04,2836.314697,2909.040771,2754.497803,2781.770020,2333.470215,275162272
2020-06-05,2790.860840,2845.405518,2690.862549,2827.223877,2371.598633,294137820
2020-06-08,2890.859131,3063.583496,2881.768311,2999.948242,2516.487549,422772612
2020-06-09,3045.401855,3054.492676,2918.131348,2918.131348,2447.855713,279951975
2020-06-10,2890.859131,2890.859131,2727.225586,2754.497803,2310.592773,487562851
2020-06-11,2845.405518,2845.405518,2636.318115,2699.953369,2264.838623,409589324
2020-06-12,2636.318115,2763.588623,2545.410645,2754.497803,2310.592773,519350210
2020-06-15,2763.588623,2772.679443,2627.227295,2636.318115,2211.458740,253847754
2020-06-16,2699.953369,2863.586914,2690.862549,2845.405518,2386.850342,372556634
2020-06-17,2909.040771,2909.040771,2799.951660,2818.133057,2363.973145,240003025
2020-06-18,2772.679443,2836.314697,2763.588623,2772.679443,2325.844482,144039347
2020-06-19,2799.951660,2827.223877,2781.770020,2818.133057,2363.973145,183669732
2020-06-22,2818.133057,2827.223877,2754.497803,2781.770020,2333.470215,104916512
2020-06-23,2745.407227,2781.770020,2709.044189,2736.316406,2295.341553,188566907
2020-06-24,2772.679443,2854.496094,2736.316406,2836.314697,2379.224609,339338591
2020-06-25,2818.133057,2827.223877,2763.588623,2781.770020,2333.470215,174033235
2020-06-26,2818.133057,2836.314697,2745.407227,2754.497803,2310.592773,162039618
2020-06-29,2763.588623,2781.770020,2709.044189,2763.588623,2318.218994,130693147
2020-06-30,2790.860840,2827.223877,2754.497803,2754.497803,2310.592773,147418716
2020-07-01,2763.588623,2790.860840,2754.497803,2781.770020,2333.470215,111421694
2020-07-02,2809.042480,2809.042480,2763.588623,2781.770020,2333.470215,186436280
2020-07-03,2781.770020,2809.042480,2763.588623,2772.679443,2325.844482,54421019
2020-07-06,2790.860840,2818.133057,2754.497803,2763.588623,2318.218994,148148028
2020-07-07,2790.860840,2799.951660,2754.497803,2754.497803,2310.592773,228112810
2020-07-08,2763.588623,2909.040771,2754.497803,2899.949951,2432.604492,373640813
2020-07-09,2899.949951,2936.312988,2854.496094,2854.496094,2394.476074,211404181
2020-07-10,2845.405518,2863.586914,2818.133057,2827.223877,2371.598633,117829855
2020-07-13,2845.405518,2890.859131,2772.679443,2872.677734,2409.727539,105451891
2020-07-14,2872.677734,2954.494385,2845.405518,2881.768311,2417.353271,232365483
2020-07-15,2909.040771,2945.403564,2845.405518,2845.405518,2386.850342,182296468
2020-07-16,2845.405518,2872.677734,2845.405518,2854.496094,2394.476074,128809144
2020-07-17,2854.496094,2863.586914,2818.133057,2818.133057,2363.973145,131548742
2020-07-20,2818.133057,2845.405518,2754.497803,2772.679443,2325.844482,150206164
2020-07-21,2772.679443,2890.859131,2772.679443,2863.586914,2402.101807,224576578
2020-07-22,2872.677734,2881.768311,2809.042480,2818.133057,2363.973145,190916547
2020-07-23,2836.314697,2872.677734,2818.133057,2854.496094,2394.476074,162646279
2020-07-24,2845.405518,2854.496094,2809.042480,2809.042480,2356.347656,104287961
2020-07-27,2809.042480,2863.586914,2809.042480,2863.586914,2402.101807,103970385
2020-07-28,2872.677734,2881.768311,2818.133057,2854.496094,2394.476074,113763744
2020-07-29,2854.496094,2863.586914,2818.133057,2836.314697,2379.224609,73895646
2020-07-30,2845.405518,2881.768311,2827.223877,2872.677734,2409.727539,86328061
2020-08-03,2881.768311,2890.859131,2699.953369,2718.134766,2280.090332,373214336
2020-08-04,2727.225586,2799.951660,2727.225586,2799.951660,2348.721924,171919769
2020-08-05,2818.133057,2827.223877,2763.588623,2799.951660,2348.721924,177648668
2020-08-06,2818.133057,2845.405518,2809.042480,2827.223877,2371.598633,126064817
2020-08-07,2827.223877,2845.405518,2781.770020,2827.223877,2371.598633,98910738
2020-08-10,2827.223877,2863.586914,2818.133057,2845.405518,2386.850342,100613457
2020-08-11,2845.405518,2927.222168,2845.405518,2899.949951,2432.604492,189708286
2020-08-12,2899.949951,3063.583496,2899.949951,3045.401855,2554.616211,505369848
2020-08-13,3045.401855,3136.309570,2999.948242,3027.220459,2539.364746,235648930
2020-08-14,3027.220459,3045.401855,2981.766602,3036.311279,2546.990479,109069303
2020-08-18,3036.311279,3209.035400,3036.311279,3199.944824,2684.253418,288206078
2020-08-19,3199.944824,3309.033691,3199.944824,3236.307617,2714.756104,239290433
2020-08-24,3209.035400,3318.124512,3199.944824,3309.033691,2775.761963,214473234
2020-08-25,3336.305908,3454.485840,3309.033691,3454.485840,2897.773682,197233406
2020-08-26,3454.485840,3472.667236,3363.578369,3399.941162,2852.019043,178162157
2020-08-27,3399.941162,3436.304199,3327.215332,3363.578369,2821.516113,206786961
2020-08-28,3372.668945,3399.941162,3318.124512,3354.487549,2813.890625,85678499
2020-08-31,3363.578369,3399.941162,3181.763184,3190.854004,2676.627686,292651694
2020-09-01,3227.217041,3299.943115,3163.581787,3281.761475,2752.884766,216658972
2020-09-02,3290.852295,3327.215332,3263.580078,3327.215332,2791.013428,117619091
2020-09-03,3327.215332,3354.487549,3227.217041,3254.489258,2730.007813,197577052
2020-09-04,3281.761475,3281.761475,3163.581787,3227.217041,2707.130615,148013826
2020-09-07,3227.217041,3245.398438,3181.763184,3190.854004,2676.627686,104297421
2020-09-08,3190.854004,3245.398438,3190.854004,3199.944824,2684.253418,89521636
2020-09-09,3163.581787,3172.672363,3072.674316,3099.946533,2600.370605,196282440
2020-09-10,2999.948242,2999.948242,2890.859131,2890.859131,2424.979004,305637969
2020-09-11,2745.407227,3009.038818,2736.316406,2954.494385,2478.358887,641858446
2020-09-14,2999.948242,3136.309570,2999.948242,3127.218750,2623.248047,303482811
2020-09-15,3127.218750,3145.400146,3009.038818,3027.220459,2539.364746,215087925
2020-09-16,3063.583496,3081.764893,2945.403564,2963.585205,2485.984863,152384862
2020-09-17,2972.676025,3009.038818,2881.768311,2909.040771,2440.230713,184375724
2020-09-18,2909.040771,2972.676025,2899.949951,2927.222168,2455.481689,223172404
2020-09-21,2909.040771,2954.494385,2863.586914,2899.949951,2432.604492,125587849
2020-09-22,2827.223877,2899.949951,2818.133057,2845.405518,2386.850342,148046607
2020-09-23,2881.768311,2890.859131,2772.679443,2799.951660,2348.721924,132670981
2020-09-24,2754.497803,2799.951660,2736.316406,2754.497803,2310.592773,180569548
2020-09-25,2781.770020,2890.859131,2763.588623,2872.677734,2409.727539,186363128
2020-09-28,2890.859131,2936.312988,2799.951660,2809.042480,2356.347656,149014953
2020-09-29,2836.314697,2872.677734,2745.407227,2763.588623,2318.218994,200970281
2020-09-30,2781.770020,2799.951660,2727.225586,2763.588623,2318.218994,184622458
2020-10-01,2809.042480,2881.768311,2781.770020,2872.677734,2409.727539,143036570
2020-10-02,2890.859131,2918.131348,2781.770020,2818.133057,2363.973145,172772944
2020-10-05,2872.677734,2881.768311,2827.223877,2872.677734,2409.727539,101996951
2020-10-06,2927.222168,2945.403564,2890.859131,2899.949951,2432.604492,132900775
2020-10-07,2872.677734,2881.768311,2799.951660,2836.314697,2379.224609,317619596
2020-10-08,2863.586914,2881.768311,2827.223877,2863.586914,2402.101807,136318754
2020-10-09,2863.586914,2881.768311,2836.314697,2863.586914,2402.101807,89241681
2020-10-12,2872.677734,2918.131348,2863.586914,2899.949951,2432.604492,172174643
2020-10-13,2899.949951,2999.948242,2863.586914,2981.766602,2501.236328,224885904
2020-10-14,2999.948242,3072.674316,2990.857422,3054.492676,2562.242188,213271353
2020-10-15,3054.492676,3072.674316,3009.038818,3009.038818,2524.113281,201627762
2020-10-16,3036.311279,3054.492676,2918.131348,2954.494385,2478.358887,154490628
2020-10-19,2963.585205,2990.857422,2936.312988,2981.766602,2501.236328,105821057
2020-10-20,2981.766602,2990.857422,2918.131348,2954.494385,2478.358887,147444676
2020-10-21,2981.766602,3009.038818,2936.312988,2945.403564,2470.733398,128682202
2020-10-22,2927.222168,2999.948242,2909.040771,2999.948242,2516.487549,176153302
2020-10-23,3045.401855,3045.401855,2972.676025,2990.857422,2508.861572,128973377
2020-10-26,2999.948242,3054.492676,2990.857422,3036.311279,2546.990479,111346673
2020-10-27,3036.311279,3090.855713,3027.220459,3054.492676,2562.242188,201640192
2020-11-02,3054.492676,3081.764893,2999.948242,3072.674316,2577.493164,172465378
2020-11-03,3081.764893,3090.855713,3054.492676,3072.674316,2577.493164,133604017
2020-11-04,3109.037109,3109.037109,2990.857422,2990.857422,2508.861572,152055736
2020-11-05,3063.583496,3172.672363,3054.492676,3172.672363,2661.376221,258276321
2020-11-06,3190.854004,3272.670654,3154.490967,3236.307617,2714.756104,295649686
2020-11-09,3345.396729,3354.487549,3254.489258,3354.487549,2813.890625,283205831
2020-11-10,3454.485840,3645.391602,3427.213623,3636.300781,3050.288086,622129055
2020-11-11,3609.028564,3809.025146,3590.847168,3745.389893,3141.796631,392814584
2020-11-12,3727.208252,3727.208252,3563.574707,3590.847168,3012.159668,366633582
2020-11-13,3609.028564,3709.026855,3599.937744,3636.300781,3050.288086,261115910
2020-11-16,3681.754639,3699.936035,3572.665527,3599.937744,3019.784912,212327977
2020-11-17,3636.300781,3654.482422,3572.665527,3599.937744,3019.784912,198939646
2020-11-18,3618.119385,3681.754639,3609.028564,3672.663818,3080.790771,200926500
2020-11-19,3645.391602,3754.480713,3618.119385,3672.663818,3080.790771,219674674
2020-11-20,3672.663818,3709.026855,3627.209961,3654.482422,3065.539063,137266310
2020-11-23,3645.391602,3727.208252,3645.391602,3709.026855,3111.293945,135864336
2020-11-24,3745.389893,3845.388184,3709.026855,3818.115967,3202.802246,226784757
2020-11-25,3927.204834,3990.840088,3863.569580,3927.204834,3294.311035,311676963
2020-11-26,3836.297363,3927.204834,3836.297363,3899.932617,3271.433838,150181303
2020-11-27,3936.295654,3972.658691,3881.751221,3881.751221,3256.182373,126437063
2020-11-30,3863.569580,3890.841797,3627.209961,3718.117676,3118.919189,493687757
2020-12-01,3754.480713,3872.660400,3699.936035,3854.478760,3233.305176,251258199
2020-12-02,3927.204834,3945.386475,3863.569580,3909.023438,3279.059814,149985830
2020-12-03,3954.477051,3999.930908,3909.023438,3999.930908,3355.317139,218887830
2020-12-04,3999.930908,3999.930908,3881.751221,3909.023438,3279.059814,165420527
2020-12-07,3954.477051,4018.112305,3954.477051,3999.930908,3355.317139,154937236
2020-12-08,3999.930908,3999.930908,3945.386475,3999.930908,3355.317139,89400744
2020-12-10,4045.384766,4045.384766,3936.295654,3936.295654,3301.936768,212997338
